biotype,symbol,cytoband/0,name,gene_id,is_cancer_gene_census,cytoband/1,cytoband/2
protein_coding,PARS2,1p32.3,"prolyl-tRNA synthetase 2, mitochondrial (putative)",ENSG00000162396,,,
protein_coding,MCMBP,10q26.11,minichromosome maintenance complex binding protein,ENSG00000197771,,,
snoRNA,SNORD115-5,15q11.2,"small nucleolar RNA, C/D box 115-5",ENSG00000200503,,,
protein_coding,FBXO15,18q22.3,F-box protein 15,ENSG00000141665,,,
protein_coding,MTCH1,6p21.2,mitochondrial carrier 1,ENSG00000137409,,,
protein_coding,CYC1,8q24.3,cytochrome c-1,ENSG00000179091,,,
protein_coding,RAB6A,11q13.4,"RAB6A, member RAS oncogene family",ENSG00000175582,,,
protein_coding,FERMT2,14q22.1,fermitin family member 2,ENSG00000073712,,,
transcribed_processed_pseudogene,FTLP10,4q13.2,"ferritin, light polypeptide pseudogene 10",ENSG00000250426,,,
protein_coding,CXorf57,Xq22.3,chromosome X open reading frame 57,ENSG00000147231,,,
protein_coding,BFAR,16p13.12,bifunctional apoptosis regulator,ENSG00000103429,,,
protein_coding,ATOH8,2p11.2,atonal homolog 8 (Drosophila),ENSG00000168874,,,
protein_coding,TAF5L,1q42.13,"TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa",ENSG00000135801,,,
lincRNA,LINC00567,13q34,long intergenic non-protein coding RNA 567,ENSG00000259831,,,
protein_coding,CLPB,11q13.4,ClpB caseinolytic peptidase B homolog (E. coli),ENSG00000162129,,,
protein_coding,NTHL1,16p13.3,nth endonuclease III-like 1 (E. coli),ENSG00000065057,,,
protein_coding,TMPRSS5,11q23.2,"transmembrane protease, serine 5",ENSG00000166682,,,
protein_coding,CEP85,1p36.11,centrosomal protein 85kDa,ENSG00000130695,,,
protein_coding,APBB3,5q31.3,"amyloid beta (A4) precursor protein-binding, family B, member 3",ENSG00000113108,,,
protein_coding,ZW10,11q23.2,zw10 kinetochore protein,ENSG00000086827,,,
lincRNA,RP11-434D2.7,17p11.2,RP11-434D2.7,ENSG00000266925,,,
protein_coding,UBE3B,12q24.11,ubiquitin protein ligase E3B,ENSG00000151148,,,
protein_coding,PAPOLA,14q32.2,poly(A) polymerase alpha,ENSG00000090060,,,
protein_coding,DNAJC6,1p31.3,"DnaJ (Hsp40) homolog, subfamily C, member 6",ENSG00000116675,,,
protein_coding,TMEM5,12q14.2,transmembrane protein 5,ENSG00000118600,,,
protein_coding,SDF2,17q11.2,stromal cell-derived factor 2,ENSG00000132581,,,
protein_coding,DNAJB1,19p13.12,"DnaJ (Hsp40) homolog, subfamily B, member 1",ENSG00000132002,true,,
protein_coding,DCLRE1B,1p13.2,DNA cross-link repair 1B,ENSG00000118655,,,
protein_coding,FAM134C,17q21.2,"family with sequence similarity 134, member C",ENSG00000141699,,,
protein_coding,ZNF343,20p13,zinc finger protein 343,ENSG00000088876,,,
protein_coding,DERL3,22q11.23,derlin 3,ENSG00000099958,,,
protein_coding,ISM1,20p12.1,"isthmin 1, angiogenesis inhibitor",ENSG00000101230,,,
protein_coding,NDUFA2,5q31.3,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa",ENSG00000131495,,,
protein_coding,TBC1D28,17p11.2,"TBC1 domain family, member 28",ENSG00000189375,,,
lincRNA,RP11-966I7.3,14q12,RP11-966I7.3,ENSG00000257748,,,
protein_coding,ECHDC3,10p14,enoyl CoA hydratase domain containing 3,ENSG00000134463,,,
processed_transcript,DKFZp434J0226,19q13.32,uncharacterized LOC93429,ENSG00000268460,,,
protein_coding,SENP8,15q23,SUMO/sentrin specific peptidase family member 8,ENSG00000166192,,,
protein_coding,CDR1,Xq27.1,"cerebellar degeneration-related protein 1, 34kDa",ENSG00000184258,,,
protein_coding,NEUROG3,10q22.1,neurogenin 3,ENSG00000122859,,,
protein_coding,ARL11,13q14.2,ADP-ribosylation factor-like 11,ENSG00000152213,,,
protein_coding,TAGLN3,3q13.2,transgelin 3,ENSG00000144834,,,
protein_coding,BCCIP,10q26.2,BRCA2 and CDKN1A interacting protein,ENSG00000107949,,,
protein_coding,C12orf54,12q13.11,chromosome 12 open reading frame 54,ENSG00000177627,,,
protein_coding,RPS26,12q13.2,ribosomal protein S26,ENSG00000197728,,,
protein_coding,LRRC75B,22q11.23,leucine rich repeat containing 75B,ENSG00000178026,,,
protein_coding,PHF14,7p21.3,PHD finger protein 14,ENSG00000106443,,,
protein_coding,DLGAP1,18p11.31,"discs, large (Drosophila) homolog-associated protein 1",ENSG00000170579,,,
protein_coding,COL9A1,6q13,"collagen, type IX, alpha 1",ENSG00000112280,,,
protein_coding,ATP1A3,19q13.2,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",ENSG00000105409,,,
protein_coding,TIMM17A,1q32.1,translocase of inner mitochondrial membrane 17 homolog A (yeast),ENSG00000134375,,,
protein_coding,CT47A11,Xq24,"cancer/testis antigen family 47, member A11",ENSG00000226929,,,
protein_coding,LRRC42,1p32.3,leucine rich repeat containing 42,ENSG00000116212,,,
protein_coding,KCNJ18,17p11.2,"potassium channel, inwardly rectifying subfamily J, member 18",ENSG00000260458,,,
lincRNA,LINC00863,10q23.2,long intergenic non-protein coding RNA 863,ENSG00000224914,,,
protein_coding,CYFIP2,5q33.3,cytoplasmic FMR1 interacting protein 2,ENSG00000055163,,,
protein_coding,AP5B1,11q13.1,"adaptor-related protein complex 5, beta 1 subunit",ENSG00000254470,,,
protein_coding,SMIM19,8p11.21,small integral membrane protein 19,ENSG00000176209,,,
unitary_pseudogene,FMO9P,1q24.1,flavin containing monooxygenase 9 pseudogene,ENSG00000215834,,,
protein_coding,ROPN1B,3q21.2,rhophilin associated tail protein 1B,ENSG00000114547,,,
protein_coding,FKBP10,17q21.2,"FK506 binding protein 10, 65 kDa",ENSG00000141756,,,
protein_coding,LCE2C,1q21.3,late cornified envelope 2C,ENSG00000187180,,,
protein_coding,VWC2,7p12.2,von Willebrand factor C domain containing 2,ENSG00000188730,,,
protein_coding,SIN3B,19p13.11,SIN3 transcription regulator family member B,ENSG00000127511,,,
protein_coding,SHE,1q21.3,Src homology 2 domain containing E,ENSG00000169291,,,
lincRNA,RP11-831A10.1,11q23.3,RP11-831A10.1,ENSG00000255216,,,
protein_coding,DDX3Y,Yq11.221,"DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked",ENSG00000067048,,,
lincRNA,AC007163.3,2q33.1,AC007163.3,ENSG00000237166,,,
protein_coding,FAM200B,4p15.32,"family with sequence similarity 200, member B",ENSG00000237765,,,
protein_coding,LYSMD3,5q14.3,"LysM, putative peptidoglycan-binding, domain containing 3",ENSG00000176018,,,
protein_coding,KIAA0930,22q13.31,KIAA0930,ENSG00000100364,,,
protein_coding,RP11-434D12.1,3p25.1,RP11-434D12.1,ENSG00000268279,,,
protein_coding,GOLGA8R,15q13.2,"golgin A8 family, member R",ENSG00000186399,,,
protein_coding,TTC9B,19q13.2,tetratricopeptide repeat domain 9B,ENSG00000174521,,,
processed_pseudogene,RP13-258O15.1,Xq21.31,RP13-258O15.1,ENSG00000225912,,,
protein_coding,OR5M10,11q12.1,"olfactory receptor, family 5, subfamily M, member 10",ENSG00000254834,,,
polymorphic_pseudogene,OR6Q1,11q12.1,"olfactory receptor, family 6, subfamily Q, member 1 (gene/pseudogene)",ENSG00000279051,,,
protein_coding,OLAH,10p13,oleoyl-ACP hydrolase,ENSG00000152463,,,
protein_coding,TMOD4,1q21.3,tropomodulin 4 (muscle),ENSG00000163157,,,
protein_coding,PSKH2,8q21.3,protein serine kinase H2,ENSG00000147613,,,
lincRNA,RP11-180C1.1,4p15.1,RP11-180C1.1,ENSG00000250038,,,
protein_coding,CMTM3,16q22.1,CKLF-like MARVEL transmembrane domain containing 3,ENSG00000140931,,,
protein_coding,NFKBIA,14q13.2,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",ENSG00000100906,,,
protein_coding,RP13-279N23.2,1p36.13,RP13-279N23.2,ENSG00000255275,,,
protein_coding,ITGA6,2q31.1,"integrin, alpha 6",ENSG00000091409,,,
protein_coding,PCDHGA9,5q31.3,"protocadherin gamma subfamily A, 9",ENSG00000261934,,,
protein_coding,C19orf33,19q13.2,chromosome 19 open reading frame 33,ENSG00000167644,,,
protein_coding,AQP12B,2q37.3,aquaporin 12B,ENSG00000185176,,,
protein_coding,KIAA1549L,11p13,KIAA1549-like,ENSG00000110427,,,
protein_coding,PPP1R8,1p35.3,"protein phosphatase 1, regulatory subunit 8",ENSG00000117751,,,
protein_coding,BRD7,16q12.1,bromodomain containing 7,ENSG00000166164,,,
protein_coding,XRCC4,5q14.2,X-ray repair complementing defective repair in Chinese hamster cells 4,ENSG00000152422,,,
unprocessed_pseudogene,RP11-639F1.1,3q25.31,RP11-639F1.1,ENSG00000248772,,,
protein_coding,CERKL,2q31.3,ceramide kinase-like,ENSG00000188452,,,
protein_coding,TM6SF2,19p13.11,transmembrane 6 superfamily member 2,ENSG00000213996,,,
protein_coding,PSMB3,17q12,"proteasome (prosome, macropain) subunit, beta type, 3",ENSG00000277791,,,
protein_coding,BRF2,8p11.23,"BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit",ENSG00000104221,,,
protein_coding,SPIN1,9q22.1,spindlin 1,ENSG00000106723,,,
lincRNA,OTX2-AS1,14q22.3,OTX2 antisense RNA 1 (head to head),ENSG00000248550,,,
protein_coding,ZCCHC7,9p13.2,"zinc finger, CCHC domain containing 7",ENSG00000147905,,,
protein_coding,B3GAT3,11q12.3,"beta-1,3-glucuronyltransferase 3",ENSG00000149541,,,
protein_coding,RPS10-NUDT3,6p21.31,RPS10-NUDT3 readthrough,ENSG00000270800,,,
protein_coding,SNX15,11q13.1,sorting nexin 15,ENSG00000110025,,,
protein_coding,ADAD1,4q27,adenosine deaminase domain containing 1 (testis-specific),ENSG00000164113,,,
protein_coding,STATH,4q13.3,statherin,ENSG00000126549,,,
protein_coding,TXK,4p12,TXK tyrosine kinase,ENSG00000074966,,,
protein_coding,OAZ2,15q22.31,ornithine decarboxylase antizyme 2,ENSG00000180304,,,
processed_pseudogene,TFAMP1,7p22.3,"transcription factor A, mitochondrial pseudogene 1",ENSG00000230444,,,
protein_coding,KLF17,1p34.1,Kruppel-like factor 17,ENSG00000171872,,,
protein_coding,ITGAV,2q32.1,"integrin, alpha V",ENSG00000138448,,,
protein_coding,LUZP4,Xq23,leucine zipper protein 4,ENSG00000102021,,,
protein_coding,ARAP3,5q31.3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",ENSG00000120318,,,
protein_coding,LLfos-48D6.2,19p13.3,LLfos-48D6.2,ENSG00000273734,,,
protein_coding,OR6F1,1q44,"olfactory receptor, family 6, subfamily F, member 1",ENSG00000169214,,,
protein_coding,SAFB2,19p13.3,scaffold attachment factor B2,ENSG00000130254,,,
protein_coding,SORBS2,4q35.1,sorbin and SH3 domain containing 2,ENSG00000154556,,,
protein_coding,CCDC105,19p13.12,coiled-coil domain containing 105,ENSG00000160994,,,
protein_coding,NCL,2q37.1,nucleolin,ENSG00000115053,,,
protein_coding,ETNK2,1q32.1,ethanolamine kinase 2,ENSG00000143845,,,
protein_coding,BLCAP,20q11.23,bladder cancer associated protein,ENSG00000166619,,,
protein_coding,ZNF534,19q13.41,zinc finger protein 534,ENSG00000198633,,,
protein_coding,SLC43A3,11q12.1,"solute carrier family 43, member 3",ENSG00000134802,,,
protein_coding,PRKRA,2q31.2,"protein kinase, interferon-inducible double stranded RNA dependent activator",ENSG00000180228,,,
protein_coding,FAM96A,15q22.31,"family with sequence similarity 96, member A",ENSG00000166797,,,
protein_coding,ESRRG,1q41,estrogen-related receptor gamma,ENSG00000196482,,,
misc_RNA,Y_RNA,12p11.21,Y_RNA,ENSG00000207176,,,
protein_coding,ZBBX,3q26.1,"zinc finger, B-box domain containing",ENSG00000169064,,,
protein_coding,LST1,6p21.33,leukocyte specific transcript 1,ENSG00000204482,,,
lincRNA,C5orf66-AS2,5q31.1,C5orf66 antisense RNA 2,ENSG00000249647,,,
processed_transcript,RP11-8L2.1,4q21.23,RP11-8L2.1,ENSG00000250546,,,
protein_coding,MTRNR2L1,17p11.2,MT-RNR2-like 1,ENSG00000256618,,,
protein_coding,HERC3,4q22.1,HECT and RLD domain containing E3 ubiquitin protein ligase 3,ENSG00000138641,,,
protein_coding,EDF1,9q34.3,endothelial differentiation-related factor 1,ENSG00000107223,,,
protein_coding,ANKRD33B,5p15.2,ankyrin repeat domain 33B,ENSG00000164236,,,
protein_coding,ODF3,11p15.5,outer dense fiber of sperm tails 3,ENSG00000177947,,,
unprocessed_pseudogene,CTD-2561J22.2,19p12,CTD-2561J22.2,ENSG00000213976,,,
protein_coding,CHST11,12q23.3,carbohydrate (chondroitin 4) sulfotransferase 11,ENSG00000171310,,,
protein_coding,ZNF596,8p23.3,zinc finger protein 596,ENSG00000172748,,,
misc_RNA,RN7SL759P,15q11.2,RN7SL759P,ENSG00000278497,,,
protein_coding,TMIGD1,17q11.2,transmembrane and immunoglobulin domain containing 1,ENSG00000182271,,,
protein_coding,SMTNL1,11q12.1,smoothelin-like 1,ENSG00000214872,,,
protein_coding,NDUFAF5,20p12.1,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 5",ENSG00000101247,,,
lincRNA,LINC01257,12q24.33,long intergenic non-protein coding RNA 1257,ENSG00000204603,,,
protein_coding,P2RX6,22q11.21,"purinergic receptor P2X, ligand gated ion channel, 6",ENSG00000099957,,,
protein_coding,C9orf171,9q34.13,chromosome 9 open reading frame 171,ENSG00000188523,,,
miRNA,MIR331,12q22,microRNA 331,ENSG00000199172,,,
protein_coding,OR1L4,9q33.2,"olfactory receptor, family 1, subfamily L, member 4",ENSG00000136939,,,
antisense,TEX36-AS1,10q26.13,TEX36 antisense RNA 1,ENSG00000237675,,,
lincRNA,LINC00474,9q33.1,long intergenic non-protein coding RNA 474,ENSG00000204148,,,
protein_coding,MPO,17q22,myeloperoxidase,ENSG00000005381,,,
protein_coding,METTL7B,12q13.2,methyltransferase like 7B,ENSG00000170439,,,
protein_coding,ACADS,12q24.31,"acyl-CoA dehydrogenase, C-2 to C-3 short chain",ENSG00000122971,,,
protein_coding,MANF,3p21.2,mesencephalic astrocyte-derived neurotrophic factor,ENSG00000145050,,,
lincRNA,RP11-38L15.2,10q11.22,RP11-38L15.2,ENSG00000229227,,,
protein_coding,ADIPOQ,3q27.3,"adiponectin, C1Q and collagen domain containing",ENSG00000181092,,,
protein_coding,C19orf43,19p13.13,chromosome 19 open reading frame 43,ENSG00000123144,,,
protein_coding,SEC14L5,16p13.3,SEC14-like 5 (S. cerevisiae),ENSG00000103184,,,
protein_coding,UBQLNL,11p15.4,ubiquilin-like,ENSG00000175518,,,
protein_coding,TLR9,3p21.2,toll-like receptor 9,ENSG00000239732,,,
protein_coding,UQCRHL,1p36.21,ubiquinol-cytochrome c reductase hinge protein-like,ENSG00000233954,,,
protein_coding,LCE1B,1q21.3,late cornified envelope 1B,ENSG00000196734,,,
transcribed_unprocessed_pseudogene,FAM205BP,9p13.3,transmembrane protein C9orf144B pseudogene,ENSG00000257198,,,
protein_coding,C19orf25,19p13.3,chromosome 19 open reading frame 25,ENSG00000119559,,,
transcribed_unprocessed_pseudogene,LPAL2,6q25.3,"lipoprotein, Lp(a)-like 2, pseudogene",ENSG00000213071,,,
protein_coding,RADIL,7p22.1,Ras association and DIL domains,ENSG00000157927,,,
protein_coding,TRIM40,6p22.1,tripartite motif containing 40,ENSG00000204614,,,
protein_coding,HNRNPU,1q44,heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A),ENSG00000153187,,,
protein_coding,CR1L,1q32.2,complement component (3b/4b) receptor 1-like,ENSG00000197721,,,
protein_coding,GBX2,2q37.2,gastrulation brain homeobox 2,ENSG00000168505,,,
protein_coding,PRRT4,7q32.1,proline-rich transmembrane protein 4,ENSG00000224940,,,
protein_coding,IFT81,12q24.11,intraflagellar transport 81,ENSG00000122970,,,
protein_coding,LEP,7q32.1,leptin,ENSG00000174697,,,
protein_coding,TDRD12,19q13.11,tudor domain containing 12,ENSG00000173809,,,
processed_pseudogene,AC060834.2,7p21.3,AC060834.2,ENSG00000197320,,,
protein_coding,YARS,1p35.1,tyrosyl-tRNA synthetase,ENSG00000134684,,,
protein_coding,H1F0,22q13.1,"H1 histone family, member 0",ENSG00000189060,,,
protein_coding,IK,5q31.3,"IK cytokine, down-regulator of HLA II",ENSG00000113141,,,
protein_coding,KRTAP12-4,21q22.3,keratin associated protein 12-4,ENSG00000212933,,,
protein_coding,PARD3,10p11.22,par-3 family cell polarity regulator,ENSG00000148498,,10p11.21,
protein_coding,MAGEA9,Xq28,melanoma antigen family A9,ENSG00000123584,,,
protein_coding,TTC39B,9p22.3,tetratricopeptide repeat domain 39B,ENSG00000155158,,,
protein_coding,LCMT1,16p12.1,leucine carboxyl methyltransferase 1,ENSG00000205629,,,
protein_coding,KDM4B,19p13.3,lysine (K)-specific demethylase 4B,ENSG00000127663,,,
unprocessed_pseudogene,ZNF807,19q13.11,zinc finger protein 807,ENSG00000248830,,,
protein_coding,CLEC1B,12p13.31,"C-type lectin domain family 1, member B",ENSG00000165682,,12p13.2,
protein_coding,TRAF7,16p13.3,"TNF receptor-associated factor 7, E3 ubiquitin protein ligase",ENSG00000131653,true,,
unprocessed_pseudogene,GNRHR2P1,14q23.1,gonadotropin-releasing hormone (type 2) receptor 2 pseudogene 1,ENSG00000259169,,,
protein_coding,RBM39,20q11.22,RNA binding motif protein 39,ENSG00000131051,,,
protein_coding,CHMP3,2p11.2,charged multivesicular body protein 3,ENSG00000115561,,,
protein_coding,MVB12A,19p13.11,multivesicular body subunit 12A,ENSG00000141971,,,
protein_coding,ADGRB1,8q24.3,adhesion G protein-coupled receptor B1,ENSG00000181790,,,
protein_coding,ZNRD1,6p22.1,zinc ribbon domain containing 1,ENSG00000066379,,,
protein_coding,LYRM4,6p25.1,LYR motif containing 4,ENSG00000214113,,,
protein_coding,HTR6,1p36.13,"5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled",ENSG00000158748,,,
protein_coding,TPD52L2,20q13.33,tumor protein D52-like 2,ENSG00000101150,,,
protein_coding,SLC4A5,2p13.1,"solute carrier family 4 (sodium bicarbonate cotransporter), member 5",ENSG00000188687,,,
protein_coding,RPRD1B,20q11.23,regulation of nuclear pre-mRNA domain containing 1B,ENSG00000101413,,,
processed_pseudogene,PCNPP4,Xq13.3,PEST containing nuclear protein pseudogene 4,ENSG00000237089,,,
protein_coding,ZNF24,18q12.2,zinc finger protein 24,ENSG00000172466,,,
protein_coding,SLC36A3,5q33.1,"solute carrier family 36, member 3",ENSG00000186334,,,
protein_coding,USP15,12q14.1,ubiquitin specific peptidase 15,ENSG00000135655,,,
protein_coding,CTSS,1q21.3,cathepsin S,ENSG00000163131,,,
protein_coding,ULBP3,6q25.1,UL16 binding protein 3,ENSG00000131019,,,
protein_coding,MYCBP,1p34.3,MYC binding protein,ENSG00000214114,,,
protein_coding,NAP1L4,11p15.4,nucleosome assembly protein 1-like 4,ENSG00000205531,,,
protein_coding,TBC1D16,17q25.3,"TBC1 domain family, member 16",ENSG00000167291,,,
protein_coding,PHAX,5q23.2,phosphorylated adaptor for RNA export,ENSG00000164902,,,
protein_coding,UBXN2B,8q12.1,UBX domain protein 2B,ENSG00000215114,,,
protein_coding,CSN2,4q13.3,casein beta,ENSG00000135222,,,
protein_coding,ZNF624,17p11.2,zinc finger protein 624,ENSG00000197566,,,
protein_coding,TSC22D4,7q22.1,"TSC22 domain family, member 4",ENSG00000166925,,,
protein_coding,IL18RAP,2q12.1,interleukin 18 receptor accessory protein,ENSG00000115607,,,
protein_coding,RP11-477N12.3,17p13.1,RP11-477N12.3,ENSG00000214978,,,
lincRNA,WI2-87327B8.1,20q13.33,WI2-87327B8.1,ENSG00000264490,,,
protein_coding,SLC25A53,Xq22.2,"solute carrier family 25, member 53",ENSG00000269743,,,
protein_coding,CHD4,12p13.31,chromodomain helicase DNA binding protein 4,ENSG00000111642,true,,
protein_coding,MFGE8,15q26.1,milk fat globule-EGF factor 8 protein,ENSG00000140545,,,
transcribed_unprocessed_pseudogene,GUSBP3,5q13.2,"glucuronidase, beta pseudogene 3",ENSG00000253203,,,
protein_coding,KLRF1,12p13.31,"killer cell lectin-like receptor subfamily F, member 1",ENSG00000150045,,,
antisense,ZNRD1-AS1,6p22.1,ZNRD1 antisense RNA 1,ENSG00000204623,,,
protein_coding,MTX3,5q14.1,metaxin 3,ENSG00000177034,,,
antisense,AC009403.2,7q36.3,AC009403.2,ENSG00000216895,,,
protein_coding,SCN2B,11q23.3,"sodium channel, voltage gated, type II beta subunit",ENSG00000149575,,,
protein_coding,KIAA2018,3q13.2,KIAA2018,ENSG00000176542,,,
protein_coding,PRKAR1B,7p22.3,"protein kinase, cAMP-dependent, regulatory, type I, beta",ENSG00000188191,,,
lincRNA,CTC-236F12.4,5q11.2,CTC-236F12.4,ENSG00000248727,,,
protein_coding,MAP2K5,15q23,mitogen-activated protein kinase kinase 5,ENSG00000137764,,,
lincRNA,RP1-228P16.5,12q13.11,RP1-228P16.5,ENSG00000257955,,,
protein_coding,FAM71A,1q32.3,"family with sequence similarity 71, member A",ENSG00000162771,,,
protein_coding,SPOPL,2q22.1,speckle-type POZ protein-like,ENSG00000144228,,,
protein_coding,EIF4E,4q23,eukaryotic translation initiation factor 4E,ENSG00000151247,,,
protein_coding,OR4F29,1p36.33,"olfactory receptor, family 4, subfamily F, member 29",ENSG00000278566,,,
protein_coding,PPP1R1A,12q13.2,"protein phosphatase 1, regulatory (inhibitor) subunit 1A",ENSG00000135447,,,
protein_coding,SUGCT,7p14.1,succinyl-CoA:glutarate-CoA transferase,ENSG00000175600,,,
protein_coding,TNFSF11,13q14.11,"tumor necrosis factor (ligand) superfamily, member 11",ENSG00000120659,,,
TR_V_gene,TRAV13-1,14q11.2,T cell receptor alpha variable 13-1,ENSG00000211788,,,
protein_coding,CSPG4,15q24.2,chondroitin sulfate proteoglycan 4,ENSG00000173546,,,
protein_coding,RP11-1220K2.2,7q34,RP11-1220K2.2,ENSG00000257743,,,
protein_coding,FAM25G,10q11.22,"family with sequence similarity 25, member G",ENSG00000189090,,,
protein_coding,PCDHB16,5q31.3,protocadherin beta 16,ENSG00000272674,,,
protein_coding,PDCD7,15q22.31,programmed cell death 7,ENSG00000090470,,,
miRNA,MIR3171,14q12,microRNA 3171,ENSG00000264657,,,
snoRNA,SNORA40,1q21.3,"small nucleolar RNA, H/ACA box 40",ENSG00000253047,,,
protein_coding,CEP76,18p11.21,centrosomal protein 76kDa,ENSG00000101624,,,
protein_coding,SKA1,18q21.1,spindle and kinetochore associated complex subunit 1,ENSG00000154839,,,
lincRNA,RP4-705O1.1,20q12,RP4-705O1.1,ENSG00000230324,,,
protein_coding,LYPD6B,2q23.2,LY6/PLAUR domain containing 6B,ENSG00000150556,,,
protein_coding,HDDC3,15q26.1,HD domain containing 3,ENSG00000184508,,,
protein_coding,ZFYVE1,14q24.2,"zinc finger, FYVE domain containing 1",ENSG00000165861,,,
unitary_pseudogene,HYALP1,7q31.32,hyaluronoglucosaminidase pseudogene 1,ENSG00000228211,,,
protein_coding,ZC3H12A,1p34.3,zinc finger CCCH-type containing 12A,ENSG00000163874,,,
protein_coding,COX5B,2q11.2,cytochrome c oxidase subunit Vb,ENSG00000135940,,,
protein_coding,GAPVD1,9q33.3,GTPase activating protein and VPS9 domains 1,ENSG00000165219,,,
protein_coding,SIRT7,17q25.3,sirtuin 7,ENSG00000187531,,,
lincRNA,LINC00862,1q32.1,long intergenic non-protein coding RNA 862,ENSG00000203721,,,
antisense,RP11-111A22.1,15q15.1,RP11-111A22.1,ENSG00000259536,,,
protein_coding,PALMD,1p21.2,palmdelphin,ENSG00000099260,,,
transcribed_unprocessed_pseudogene,KRT17P2,17p11.2,keratin 17 pseudogene 2,ENSG00000186831,,,
protein_coding,SRRT,7q22.1,"serrate, RNA effector molecule",ENSG00000087087,,,
protein_coding,TMEM2,9q21.13,transmembrane protein 2,ENSG00000135048,,,
protein_coding,ARHGAP31,3q13.32,Rho GTPase activating protein 31,ENSG00000031081,,3q13.33,
lincRNA,LINC00887,3q29,long intergenic non-protein coding RNA 887,ENSG00000214145,,,
protein_coding,NKD1,16q12.1,naked cuticle homolog 1 (Drosophila),ENSG00000140807,,,
protein_coding,HIPK1,1p13.2,homeodomain interacting protein kinase 1,ENSG00000163349,,,
protein_coding,FGF9,13q12.11,fibroblast growth factor 9,ENSG00000102678,,,
protein_coding,FP325317.1,9q11,FP325317.1,ENSG00000277737,,,
protein_coding,SUV420H2,19q13.42,suppressor of variegation 4-20 homolog 2 (Drosophila),ENSG00000133247,,,
protein_coding,GOLGA8G,15q13.1,"golgin A8 family, member G",ENSG00000183629,,,
processed_pseudogene,HNRNPA3P1,10q11.21,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,ENSG00000226790,,,
protein_coding,CELSR2,1p13.3,"cadherin, EGF LAG seven-pass G-type receptor 2",ENSG00000143126,,,
protein_coding,CD209,19p13.2,CD209 molecule,ENSG00000090659,,,
protein_coding,NDUFA1,Xq24,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa",ENSG00000125356,,,
protein_coding,MRPS10,6p21.1,mitochondrial ribosomal protein S10,ENSG00000048544,,,
protein_coding,DROSHA,5p13.3,"drosha, ribonuclease type III",ENSG00000113360,,,
protein_coding,CYSLTR2,13q14.2,cysteinyl leukotriene receptor 2,ENSG00000152207,,,
protein_coding,HAND2,4q34.1,heart and neural crest derivatives expressed 2,ENSG00000164107,,,
protein_coding,CYP4A11,1p33,"cytochrome P450, family 4, subfamily A, polypeptide 11",ENSG00000187048,,,
protein_coding,KDSR,18q21.33,3-ketodihydrosphingosine reductase,ENSG00000119537,true,,
protein_coding,SLC22A14,3p22.2,"solute carrier family 22, member 14",ENSG00000144671,,,
protein_coding,RAB44,6p21.2,"RAB44, member RAS oncogene family",ENSG00000255587,,,
protein_coding,BMP2K,4q21.21,BMP2 inducible kinase,ENSG00000138756,,,
protein_coding,DMP1,4q22.1,dentin matrix acidic phosphoprotein 1,ENSG00000152592,,,
protein_coding,PORCN,Xp11.23,porcupine homolog (Drosophila),ENSG00000102312,,,
protein_coding,PTPN7,1q32.1,"protein tyrosine phosphatase, non-receptor type 7",ENSG00000143851,,,
protein_coding,RP11-195F19.29,9p13.3,RP11-195F19.29,ENSG00000258728,,,
protein_coding,PLOD1,1p36.22,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",ENSG00000083444,,,
protein_coding,TIMM10,11q12.1,translocase of inner mitochondrial membrane 10 homolog (yeast),ENSG00000134809,,,
protein_coding,LGALS2,22q13.1,"lectin, galactoside-binding, soluble, 2",ENSG00000100079,,,
protein_coding,OLR1,12p13.2,oxidized low density lipoprotein (lectin-like) receptor 1,ENSG00000173391,,,
protein_coding,BCL2L11,2q13,BCL2-like 11 (apoptosis facilitator),ENSG00000153094,,,
protein_coding,ANKRD34B,5q14.1,ankyrin repeat domain 34B,ENSG00000189127,,,
protein_coding,WNT16,7q31.31,"wingless-type MMTV integration site family, member 16",ENSG00000002745,,,
protein_coding,FBXL15,10q24.32,F-box and leucine-rich repeat protein 15,ENSG00000107872,,,
protein_coding,MORC4,Xq22.3,MORC family CW-type zinc finger 4,ENSG00000133131,,,
protein_coding,ARL2,11q13.1,ADP-ribosylation factor-like 2,ENSG00000213465,,,
protein_coding,UBE2V1,20q13.13,ubiquitin-conjugating enzyme E2 variant 1,ENSG00000244687,,,
protein_coding,SNAPC2,19p13.2,"small nuclear RNA activating complex, polypeptide 2, 45kDa",ENSG00000104976,,,
