name,cytoband,gene_id,symbol,biotype
zinc finger protein 556,19p13.3,ENSG00000172000,ZNF556,protein_coding
DNM1 pseudogene 34,15q24.2,ENSG00000260357,DNM1P34,transcribed_unprocessed_pseudogene
nucleoporin 210kDa-like,1q21.3,ENSG00000143552,NUP210L,protein_coding
CBP80/20-dependent translation initiation factor,18q21.1,ENSG00000134030,CTIF,protein_coding
RP11-455G16.1,4q26,ENSG00000178636,RP11-455G16.1,transcribed_processed_pseudogene
isovaleryl-CoA dehydrogenase,15q15.1,ENSG00000128928,IVD,protein_coding
COP9 signalosome subunit 7A,12p13.31,ENSG00000111652,COPS7A,protein_coding
X-ray radiation resistance associated 1,11q13.4,ENSG00000166435,XRRA1,protein_coding
TGF-beta activated kinase 1/MAP3K7 binding protein 3,Xp21.2,ENSG00000157625,TAB3,protein_coding
PRAME family member 12,1p36.21,ENSG00000116726,PRAMEF12,protein_coding
"wingless-type MMTV integration site family, member 8B",10q24.31,ENSG00000075290,WNT8B,protein_coding
long intergenic non-protein coding RNA 269,Xq13.1,ENSG00000215162,LINC00269,lincRNA
calpain 8,1q41,ENSG00000203697,CAPN8,protein_coding
"phosphatidylinositol glycan anchor biosynthesis, class K",1p31.1,ENSG00000142892,PIGK,protein_coding
TRPM8 channel-associated factor 2,7q35,ENSG00000170379,TCAF2,protein_coding
magnesium-dependent phosphatase 1,14q12,ENSG00000213920,MDP1,protein_coding
RP11-1C8.4,8q22.3,ENSG00000253477,RP11-1C8.4,antisense
"immunoglobulin superfamily, DCC subclass, member 3",15q22.31,ENSG00000174498,IGDCC3,protein_coding
immunoglobulin kappa variable 1D-16,2p11.2,ENSG00000241244,IGKV1D-16,IG_V_gene
"origin recognition complex, subunit 5",7q22.1,ENSG00000164815,ORC5,protein_coding
RP4-576H24.4,20p13,ENSG00000260861,RP4-576H24.4,protein_coding
centrosomal protein 104kDa,1p36.32,ENSG00000116198,CEP104,protein_coding
RAS p21 protein activator (GTPase activating protein) 1,5q14.3,ENSG00000145715,RASA1,protein_coding
zinc finger CCCH-type containing 18,16q24.2,ENSG00000158545,ZC3H18,protein_coding
slowmo homolog 2 (Drosophila),20q13.32,ENSG00000101166,SLMO2,protein_coding
ninein-like,20p11.21,ENSG00000101004,NINL,protein_coding
"synapse defective 1, Rho GTPase, homolog 2 (C. elegans)",1p22.3,ENSG00000097096,SYDE2,protein_coding
HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,15q22.31,ENSG00000103657,HERC1,protein_coding
"interleukin 3 receptor, alpha (low affinity)",Xp22.33,ENSG00000185291,IL3RA,protein_coding
forkhead box L1-like,7p22.3,ENSG00000248767,WI2-2373I1.2,lincRNA
transketolase,3p21.1,ENSG00000163931,TKT,protein_coding
polypeptide N-acetylgalactosaminyltransferase 15,3p25.1,ENSG00000131386,GALNT15,protein_coding
golgin A2 pseudogene 9,19p12,ENSG00000269332,GOLGA2P9,transcribed_unprocessed_pseudogene
inositol hexakisphosphate kinase 3,6p21.31,ENSG00000161896,IP6K3,protein_coding
"NLR family, CARD domain containing 5",16q13,ENSG00000140853,NLRC5,protein_coding
CMT1A duplicated region transcript 1,17p12,ENSG00000241322,CDRT1,protein_coding
brain-enriched guanylate kinase-associated,14q32.2,ENSG00000183092,BEGAIN,protein_coding
enolase-phosphatase 1,4q21.22,ENSG00000145293,ENOPH1,protein_coding
"integrin, alpha 7",12q13.2,ENSG00000135424,ITGA7,protein_coding
leucine-rich alpha-2-glycoprotein 1,19p13.3,ENSG00000171236,LRG1,protein_coding
nucleosome assembly protein 1-like 3,Xq21.32,ENSG00000186310,NAP1L3,protein_coding
"branched chain amino-acid transaminase 2, mitochondrial",19q13.33,ENSG00000105552,BCAT2,protein_coding
fasciculation and elongation protein zeta 1 (zygin I),11q24.2,ENSG00000149557,FEZ1,protein_coding
nucleolar protein 4,18q12.1,ENSG00000101746,NOL4,protein_coding
"family with sequence similarity 110, member C",2p25.3,ENSG00000184731,FAM110C,protein_coding
mutated in colorectal cancers,5q22.2,ENSG00000171444,MCC,protein_coding
synaptonemal complex protein 3,12q23.2,ENSG00000139351,SYCP3,protein_coding
zinc finger protein 616,19q13.41,ENSG00000204611,ZNF616,protein_coding
"POTE ankyrin domain family, member E",2q21.1,ENSG00000188219,POTEE,protein_coding
N-acylethanolamine acid amidase,4q21.1,ENSG00000138744,NAAA,protein_coding
integrin alpha FG-GAP repeat containing 3,16p13.3,ENSG00000167930,ITFG3,protein_coding
growth arrest-specific 2 like 1,22q12.2,ENSG00000185340,GAS2L1,protein_coding
mitochondrial ribosome-associated GTPase 1,10q26.3,ENSG00000148824,MTG1,protein_coding
uncharacterized FLJ36000,17p11.2,ENSG00000276399,FLJ36000,lincRNA
docking protein 7,4p16.3,ENSG00000175920,DOK7,protein_coding
"transient receptor potential cation channel, subfamily M, member 8",2q37.1,ENSG00000144481,TRPM8,protein_coding
tetraspanin 32,11p15.5,ENSG00000064201,TSPAN32,protein_coding
nudix (nucleoside diphosphate linked moiety X)-type motif 12,5q21.2,ENSG00000112874,NUDT12,protein_coding
RP11-706O15.1,Xp22.33,ENSG00000205664,RP11-706O15.1,lincRNA
sperm associated antigen 9,17q21.33,ENSG00000008294,SPAG9,protein_coding
ubiquilin 3,11p15.4,ENSG00000175520,UBQLN3,protein_coding
LIM and SH3 protein 1,17q12,ENSG00000002834,LASP1,protein_coding
chromosome 18 open reading frame 32,18q21.1,ENSG00000177576,C18orf32,protein_coding
apelin,Xq26.1,ENSG00000171388,APLN,protein_coding
hydroxysteroid (17-beta) dehydrogenase 13,4q22.1,ENSG00000170509,HSD17B13,protein_coding
AC004702.2,17p11.2,ENSG00000263494,AC004702.2,lincRNA
zinc finger protein 677,19q13.42,ENSG00000197928,ZNF677,protein_coding
coiled-coil domain containing 113,16q21,ENSG00000103021,CCDC113,protein_coding
RP11-192H23.4,17q11.2,ENSG00000258472,RP11-192H23.4,protein_coding
cysteine/tyrosine-rich 1,21q21.3,ENSG00000166265,CYYR1,protein_coding
"solute carrier family 39 (zinc transporter), member 14",8p21.3,ENSG00000104635,SLC39A14,protein_coding
chromosome 12 open reading frame 79,,ENSG00000280112,C12orf79,protein_coding
"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4",14q32.13,ENSG00000100665,SERPINA4,protein_coding
"family with sequence similarity 228, member A",2p23.3,ENSG00000186453,FAM228A,protein_coding
DDB1 and CUL4 associated factor 4-like 1,4p13,ENSG00000182308,DCAF4L1,protein_coding
EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase,3p14.1,ENSG00000163378,EOGT,protein_coding
zymogen granule protein 16,16p11.2,ENSG00000174992,ZG16,protein_coding
"protocadherin gamma subfamily A, 5",5q31.3,ENSG00000253485,PCDHGA5,protein_coding
"solute carrier family 4 (sodium bicarbonate cotransporter), member 4",4q13.3,ENSG00000080493,SLC4A4,protein_coding
oncostatin M receptor,5p13.1,ENSG00000145623,OSMR,protein_coding
serine/arginine-rich splicing factor 11,1p31.1,ENSG00000116754,SRSF11,protein_coding
par-6 family cell polarity regulator gamma,18q23,ENSG00000178184,PARD6G,protein_coding
gypsy retrotransposon integrase 1,5q21.1,ENSG00000145723,GIN1,protein_coding
"protease, serine, 38",1q42.13,ENSG00000185888,PRSS38,protein_coding
vitrin,2p22.2,ENSG00000205221,VIT,protein_coding
"RAB, member of RAS oncogene family-like 3",3q13.33,ENSG00000144840,RABL3,protein_coding
folate receptor 3 (gamma),11q13.4,ENSG00000110203,FOLR3,protein_coding
F-box protein 48,2p13.3,ENSG00000204923,FBXO48,protein_coding
plakophilin 3,11p15.5,ENSG00000184363,PKP3,protein_coding
"protein phosphatase, Mg2+/Mn2+ dependent, 1F",22q11.22,ENSG00000100034,PPM1F,protein_coding
RP4-533D7.6,1p34.1,ENSG00000278139,RP4-533D7.6,protein_coding
zinc finger protein 256,19q13.43,ENSG00000152454,ZNF256,protein_coding
"proline, glutamate and leucine rich protein 1",17p13.2,ENSG00000141456,PELP1,protein_coding
carboxylesterase 1 pseudogene 1,16q12.2,ENSG00000228695,CES1P1,transcribed_unprocessed_pseudogene
epithelial mitogen,4q13.3,ENSG00000182585,EPGN,protein_coding
"nuclear pore complex interacting protein family, member B4",16p12.2,ENSG00000185864,NPIPB4,protein_coding
INO80 complex subunit D,2q33.3,ENSG00000114933,INO80D,protein_coding
pseudouridylate synthase 3,11q24.2,ENSG00000110060,PUS3,protein_coding
cysteine-rich with EGF-like domains 1,3p25.3,ENSG00000163703,CRELD1,protein_coding
"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type",18p11.21,ENSG00000141404,GNAL,protein_coding
"protein kinase C, iota",3q26.2,ENSG00000163558,PRKCI,protein_coding
cannabinoid receptor 1 (brain),6q15,ENSG00000118432,CNR1,protein_coding
chromatin accessibility complex 1,8q24.3,ENSG00000104472,CHRAC1,protein_coding
lin-28 homolog A (C. elegans),1p36.11,ENSG00000131914,LIN28A,protein_coding
"meprin A, alpha (PABA peptide hydrolase)",6p12.3,ENSG00000112818,MEP1A,protein_coding
glycogenin 2,Xp22.33,ENSG00000056998,GYG2,protein_coding
"breast cancer 1, early onset",17q21.31,ENSG00000012048,BRCA1,protein_coding
RNA binding motif protein 15B,3p21.2,ENSG00000259956,RBM15B,protein_coding
phosphoinositide-3-kinase adaptor protein 1,10q24.1,ENSG00000155629,PIK3AP1,protein_coding
glycosylphosphatidylinositol anchored molecule like,8q24.3,ENSG00000104499,GML,protein_coding
"MAS-related GPR, member G",11p15.4,ENSG00000182170,MRGPRG,protein_coding
"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",2p25.1,ENSG00000115738,ID2,protein_coding
"polymerase (RNA) II (DNA directed) polypeptide B, 140kDa",4q12,ENSG00000047315,POLR2B,protein_coding
lymphocyte antigen 9,1q23.3,ENSG00000122224,LY9,protein_coding
keratin associated protein 13-1,21q22.11,ENSG00000198390,KRTAP13-1,protein_coding
"t-complex 11 family, X-linked 2",Xq22.1,ENSG00000215029,TCP11X2,protein_coding
transmembrane protein 202,15q23,ENSG00000187806,TMEM202,protein_coding
growth factor receptor-bound protein 10,7p12.1,ENSG00000106070,GRB10,protein_coding
"trafficking protein, kinesin binding 1",3p22.1,ENSG00000182606,TRAK1,protein_coding
"Niemann-Pick disease, type C1",18q11.2,ENSG00000141458,NPC1,protein_coding
phosphatase and actin regulator 2,6q24.2,ENSG00000112419,PHACTR2,protein_coding
calcium binding and coiled-coil domain 2,17q21.32,ENSG00000136436,CALCOCO2,protein_coding
"solute carrier family 15 (oligopeptide transporter), member 4",12q24.33,ENSG00000139370,SLC15A4,protein_coding
"ATP-binding cassette, sub-family G (WHITE), member 1",21q22.3,ENSG00000160179,ABCG1,protein_coding
zinc finger and SCAN domain containing 23,6p22.1,ENSG00000187987,ZSCAN23,protein_coding
chromosome 1 open reading frame 95,1q42.12,ENSG00000203685,C1orf95,protein_coding
dopamine receptor D3,3q13.31,ENSG00000151577,DRD3,protein_coding
"secretoglobin, family 2B, member 2",19q13.11,ENSG00000205209,SCGB2B2,protein_coding
glycolipid transfer protein domain containing 2,17p13.2,ENSG00000182327,GLTPD2,protein_coding
CaM kinase-like vesicle-associated,3p21.31,ENSG00000164076,CAMKV,protein_coding
protocadherin alpha 8,5q31.3,ENSG00000204962,PCDHA8,protein_coding
"solute carrier family 26 (anion exchanger), member 6",3p21.31,ENSG00000225697,SLC26A6,protein_coding
multiple EGF-like-domains 9,9q33.2,ENSG00000106780,MEGF9,protein_coding
mitochondrial ribosomal protein L55,1q42.13,ENSG00000162910,MRPL55,protein_coding
RP11-411B6.6,10q24.31,ENSG00000255339,RP11-411B6.6,protein_coding
TGIF2-C20orf24 readthrough,20q11.23,ENSG00000259399,TGIF2-C20orf24,protein_coding
multiple coagulation factor deficiency 2,2p21,ENSG00000180398,MCFD2,protein_coding
circadian associated repressor of transcription,1q21.2,ENSG00000159208,CIART,protein_coding
PR domain containing 10,11q24.3,ENSG00000170325,PRDM10,protein_coding
calsequestrin 2 (cardiac muscle),1p13.1,ENSG00000118729,CASQ2,protein_coding
tumor protein p53 inducible protein 11,11p11.2,ENSG00000175274,TP53I11,protein_coding
toll-like receptor 3,4q35.1,ENSG00000164342,TLR3,protein_coding
centromere protein Q,6p12.3,ENSG00000031691,CENPQ,protein_coding
zymogen granule protein 16B,16p13.3,ENSG00000162078,ZG16B,protein_coding
chromosome 6 open reading frame 25,6p21.33,ENSG00000204420,C6orf25,protein_coding
adhesion G protein-coupled receptor E2,19p13.12,ENSG00000127507,ADGRE2,protein_coding
"solute carrier family 17 (organic anion transporter), member 3",6p22.2,ENSG00000124564,SLC17A3,protein_coding
ATR interacting protein,3p21.31,ENSG00000164053,ATRIP,protein_coding
"ring finger protein 5, E3 ubiquitin protein ligase pseudogene 1",8p11.22,ENSG00000253570,RNF5P1,processed_pseudogene
microRNA 495,14q32.31,ENSG00000207743,MIR495,miRNA
"adaptor-related protein complex 4, mu 1 subunit",7q22.1,ENSG00000221838,AP4M1,protein_coding
tenascin XB,6p21.33,ENSG00000168477,TNXB,protein_coding
dysbindin (dystrobrevin binding protein 1) domain containing 1,16q24.3,ENSG00000003249,DBNDD1,protein_coding
RP13-672B3.2,12q24.33,ENSG00000256632,RP13-672B3.2,protein_coding
"ribosomal RNA processing 8, methyltransferase, homolog (yeast)",11p15.4,ENSG00000132275,RRP8,protein_coding
telomere maintenance 2,16p13.3,ENSG00000100726,TELO2,protein_coding
anaphase promoting complex subunit 4,4p15.2,ENSG00000053900,ANAPC4,protein_coding
podoplanin,1p36.21,ENSG00000162493,PDPN,protein_coding
trophoblast glycoprotein-like,11q13.4,ENSG00000261594,TPBGL,protein_coding
RNA binding motif protein 45,2q31.2,ENSG00000155636,RBM45,protein_coding
heat shock 70kDa protein 4,5q31.1,ENSG00000170606,HSPA4,protein_coding
"olfactory receptor, family 9, subfamily G, member 4",11q12.1,ENSG00000172457,OR9G4,protein_coding
RP11-114H24.7,15q24.3,ENSG00000261244,RP11-114H24.7,lincRNA
ubiquitin-like with PHD and ring finger domains 1,19p13.3,ENSG00000276043,UHRF1,protein_coding
regenerating islet-derived 1 alpha,2p12,ENSG00000115386,REG1A,protein_coding
mitochondrial ribosomal protein S23,17q22,ENSG00000181610,MRPS23,protein_coding
CTD-2583A14.9,19q13.43,ENSG00000269476,CTD-2583A14.9,protein_coding
"potassium channel, voltage gated Shab related subfamily B, member 1",20q13.13,ENSG00000158445,KCNB1,protein_coding
protocadherin alpha 12,5q31.3,ENSG00000251664,PCDHA12,protein_coding
DGCR8 microprocessor complex subunit,22q11.21,ENSG00000128191,DGCR8,protein_coding
"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1",7q21.11,ENSG00000127955,GNAI1,protein_coding
"RAB14, member RAS oncogene family",9q33.2,ENSG00000119396,RAB14,protein_coding
debranching RNA lariats 1,3q22.3,ENSG00000138231,DBR1,protein_coding
"pleckstrin homology domain containing, family H (with MyTH4 domain) member 3",17q21.2,ENSG00000068137,PLEKHH3,protein_coding
CTD-2116N17.1,15q22.31,ENSG00000259316,CTD-2116N17.1,protein_coding
immunoglobulin kappa variable 1-33,2p11.2,ENSG00000242076,IGKV1-33,IG_V_gene
angiopoietin-like 5,11q22.1,ENSG00000187151,ANGPTL5,protein_coding
glioblastoma down-regulated RNA,9p12,ENSG00000278175,GLIDR,lincRNA
sulfatase 2,20q13.12,ENSG00000196562,SULF2,protein_coding
"sodium channel, non voltage gated 1 beta subunit",16p12.2,ENSG00000168447,SCNN1B,protein_coding
V-set and transmembrane domain containing 2 like,20q11.23,ENSG00000132821,VSTM2L,protein_coding
chromosome 1 open reading frame 110,1q23.3,ENSG00000185860,C1orf110,protein_coding
polybromo 1,3p21.1,ENSG00000163939,PBRM1,protein_coding
Rho GTPase activating protein 23 pseudogene 1,16p11.2,ENSG00000260781,ARHGAP23P1,transcribed_unprocessed_pseudogene
regulator of G-protein signaling like 1,1q25.3,ENSG00000121446,RGSL1,protein_coding
"RAB6C, member RAS oncogene family",2q21.1,ENSG00000222014,RAB6C,protein_coding
glycogen synthase 1 (muscle),19q13.33,ENSG00000104812,GYS1,protein_coding
"fatty acid binding protein 4, adipocyte",8q21.13,ENSG00000170323,FABP4,protein_coding
X-box binding protein 1,22q12.1,ENSG00000100219,XBP1,protein_coding
forkhead box O4,Xq13.1,ENSG00000184481,FOXO4,protein_coding
"peptidase inhibitor 3, skin-derived",20q13.12,ENSG00000124102,PI3,protein_coding
DIP2 disco-interacting protein 2 homolog B (Drosophila),12q13.12,ENSG00000066084,DIP2B,protein_coding
"chloride channel, voltage-sensitive 3",4q33,ENSG00000109572,CLCN3,protein_coding
"purinergic receptor P2Y, G-protein coupled, 8",Xp22.33,ENSG00000182162,P2RY8,protein_coding
AL161784.1,,ENSG00000280315,AL161784.1,protein_coding
Rho GTPase activating protein 15,2q22.2,ENSG00000075884,ARHGAP15,protein_coding
transmembrane protein 67,8q22.1,ENSG00000164953,TMEM67,protein_coding
high mobility group box 4,1p35.1,ENSG00000176256,HMGB4,protein_coding
"transient receptor potential cation channel, subfamily M, member 7",15q21.2,ENSG00000092439,TRPM7,protein_coding
chromosome 12 open reading frame 42,12q23.2,ENSG00000179088,C12orf42,protein_coding
SMG1 pseudogene 6,16p11.2,ENSG00000254634,SMG1P6,unprocessed_pseudogene
piwi-like RNA-mediated gene silencing 3,22q11.23,ENSG00000184571,PIWIL3,protein_coding
mediator complex subunit 11,17p13.2,ENSG00000161920,MED11,protein_coding
"thymidine kinase 2, mitochondrial",16q21,ENSG00000166548,TK2,protein_coding
RP11-51L5.7,17q23.2,ENSG00000270033,RP11-51L5.7,protein_coding
trinucleotide repeat containing 6B,22q13.1,ENSG00000100354,TNRC6B,protein_coding
enoyl CoA hydratase domain containing 2,1p32.3,ENSG00000121310,ECHDC2,protein_coding
coiled-coil domain containing 173,2q31.1,ENSG00000154479,CCDC173,protein_coding
AC078899.1,19p12,ENSG00000213985,AC078899.1,processed_pseudogene
"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase",4q12,ENSG00000128050,PAICS,protein_coding
autophagy related 9B,7q36.1,ENSG00000181652,ATG9B,protein_coding
"family with sequence similarity 53, member C",5q31.2,ENSG00000120709,FAM53C,protein_coding
neuropeptide B,17q25.3,ENSG00000183979,NPB,protein_coding
epiregulin,4q13.3,ENSG00000124882,EREG,protein_coding
serine incorporator 4,15q15.3,ENSG00000184716,SERINC4,protein_coding
YTH domain containing 1,4q13.2,ENSG00000083896,YTHDC1,protein_coding
"C-type lectin domain family 6, member A",12p13.31,ENSG00000205846,CLEC6A,protein_coding
transmembrane protein 199,17q11.2,ENSG00000244045,TMEM199,protein_coding
RP11-786A20.1,7q31.1,ENSG00000278894,RP11-786A20.1,TEC
hypocretin (orexin) receptor 2,6p12.1,ENSG00000137252,HCRTR2,protein_coding
actin-related protein T2,1p36.32,ENSG00000169717,ACTRT2,protein_coding
synaptonemal complex central element protein 1-like,16q23.1,ENSG00000205078,SYCE1L,protein_coding
leptin receptor overlapping transcript,1p31.3,ENSG00000213625,LEPROT,protein_coding
advanced glycosylation end product-specific receptor,6p21.32,ENSG00000204305,AGER,protein_coding
XXbac-BPG181M17.5,6p21.32,ENSG00000248993,XXbac-BPG181M17.5,protein_coding
claudin 10,13q32.1,ENSG00000134873,CLDN10,protein_coding
chromosome 18 open reading frame 8,18q11.2,ENSG00000141452,C18orf8,protein_coding
"missing oocyte, meiosis regulator, homolog (Drosophila)",7p21.3,ENSG00000164654,MIOS,protein_coding
AT-hook transcription factor,9q32,ENSG00000106948,AKNA,protein_coding
SEC24 family member B,4q25,ENSG00000138802,SEC24B,protein_coding
"cancer/testis antigen family 47, member A5",Xq24,ENSG00000237957,CT47A5,protein_coding
kallikrein-related peptidase 4,19q13.41,ENSG00000167749,KLK4,protein_coding
"gamma-aminobutyric acid (GABA) A receptor, beta 2",5q34,ENSG00000145864,GABRB2,protein_coding
zinc finger protein 674,Xp11.3,ENSG00000251192,ZNF674,protein_coding
transcription factor-like 5 (basic helix-loop-helix),20q13.33,ENSG00000101190,TCFL5,protein_coding
"NIP7, nucleolar pre-rRNA processing protein",16q22.1,ENSG00000132603,NIP7,protein_coding
CTD-3088G3.8,16p13.13,ENSG00000188897,CTD-3088G3.8,protein_coding
"gamma-aminobutyric acid (GABA) A receptor, gamma 3",15q12,ENSG00000182256,GABRG3,protein_coding
transmembrane protein 154,4q31.3,ENSG00000170006,TMEM154,protein_coding
desert hedgehog,12q13.12,ENSG00000139549,DHH,protein_coding
spermidine/spermine N1-acetyltransferase 1,Xp22.11,ENSG00000130066,SAT1,protein_coding
dopamine receptor D1,5q35.2,ENSG00000184845,DRD1,protein_coding
calcyphosine,19p13.3,ENSG00000105519,CAPS,protein_coding
ADP-ribosylation factor-like 14 effector protein,11p14.1,ENSG00000152219,ARL14EP,protein_coding
"protein tyrosine phosphatase, non-receptor type 21",14q31.3,ENSG00000070778,PTPN21,protein_coding
mitochondrial poly(A) polymerase,10p11.23,ENSG00000107951,MTPAP,protein_coding
chromosome 9 open reading frame 16,9q34.11,ENSG00000171159,C9orf16,protein_coding
malignant T cell amplified sequence 1,Xq24,ENSG00000232119,MCTS1,protein_coding
EF-hand calcium binding domain 11,14q32.11,ENSG00000140025,EFCAB11,protein_coding
"N-acetyltransferase 14 (GCN5-related, putative)",19q13.42,ENSG00000090971,NAT14,protein_coding
one cut homeobox 3,19p13.3,ENSG00000205922,ONECUT3,protein_coding
ubiquitin carboxyl-terminal hydrolase L5,1q31.2,ENSG00000116750,UCHL5,protein_coding
SET domain containing (lysine methyltransferase) 8,12q24.31,ENSG00000183955,SETD8,protein_coding
"olfactory receptor, family 8, subfamily D, member 2 (gene/pseudogene)",,ENSG00000197263,OR8D2,protein_coding
G2/M-phase specific E3 ubiquitin protein ligase,14q12,ENSG00000092140,G2E3,protein_coding
"solute carrier family 25 (pyrimidine nucleotide carrier), member 33",1p36.22,ENSG00000171612,SLC25A33,protein_coding
zinc finger protein 691,1p34.2,ENSG00000164011,ZNF691,protein_coding
syntaxin 1A (brain),7q11.23,ENSG00000106089,STX1A,protein_coding
lactase-like,15q22.31,ENSG00000188501,LCTL,protein_coding
tripeptidyl peptidase II,13q33.1,ENSG00000134900,TPP2,protein_coding
CTB-60B18.6,19q13.33,ENSG00000267335,CTB-60B18.6,protein_coding
nucleolar protein 9,1p36.31,ENSG00000162408,NOL9,protein_coding
ubiquitin-conjugating enzyme E2F (putative),2q37.3,ENSG00000184182,UBE2F,protein_coding
"serine palmitoyltransferase, long chain base subunit 2",14q24.3,ENSG00000100596,SPTLC2,protein_coding
serine/threonine kinase 25,2q37.3,ENSG00000115694,STK25,protein_coding
G protein-coupled receptor 89A,1q21.1,ENSG00000117262,GPR89A,protein_coding
CXXC finger protein 4,4q24,ENSG00000168772,CXXC4,protein_coding
"protease, serine, 21 (testisin)",16p13.3,ENSG00000007038,PRSS21,protein_coding
"olfactory receptor, family 2, subfamily T, member 7",1q44,ENSG00000227152,OR2T7,protein_coding
"ATPase, class VI, type 11A",13q34,ENSG00000068650,ATP11A,protein_coding
"family with sequence similarity 184, member B",4p15.32,ENSG00000047662,FAM184B,protein_coding
"pentraxin 4, long",16p13.3,ENSG00000251692,PTX4,protein_coding
glucuronic acid epimerase,15q23,ENSG00000138604,GLCE,protein_coding
RP11-176H8.1,14q12,ENSG00000203546,RP11-176H8.1,protein_coding
"RNA binding protein S1, serine-rich domain",16p13.3,ENSG00000205937,RNPS1,protein_coding
RN7SKP282,Yp11.2,ENSG00000252633,RN7SKP282,misc_RNA
"myosin, light chain 2, regulatory, cardiac, slow",12q24.11,ENSG00000111245,MYL2,protein_coding
potassium channel tetramerization domain containing 7,7q11.21,ENSG00000243335,KCTD7,protein_coding
"golgin A8 family, member D, pseudogene",15q11.2,ENSG00000185182,GOLGA8DP,transcribed_unprocessed_pseudogene
zinc finger protein 30,19q13.11,ENSG00000168661,ZNF30,protein_coding
immunoglobulin lambda variable 5-48 (non-functional),22q11.22,ENSG00000211647,IGLV5-48,IG_V_gene
CD80 molecule,3q13.33,ENSG00000121594,CD80,protein_coding
synaptotagmin-like 1,1p36.11,ENSG00000142765,SYTL1,protein_coding
G protein-coupled receptor 137C,14q22.1,ENSG00000180998,GPR137C,protein_coding
"adrenergic, beta, receptor kinase 1",11q13.2,ENSG00000173020,ADRBK1,protein_coding
fibronectin type III and SPRY domain containing 1,19p13.3,ENSG00000105255,FSD1,protein_coding
neuronal pentraxin receptor,22q13.1,ENSG00000221890,NPTXR,protein_coding
pseudouridylate synthase 1,12q24.33,ENSG00000177192,PUS1,protein_coding
immunoglobulin heavy diversity 1-7,14q32.33,ENSG00000237197,IGHD1-7,IG_D_gene
"interferon, alpha-inducible protein 27-like 1",14q32.12,ENSG00000165948,IFI27L1,protein_coding
diphthamide biosynthesis 3,3p25.1,ENSG00000154813,DPH3,protein_coding
transmembrane protein 159,16p12.3,ENSG00000011638,TMEM159,protein_coding
"histone cluster 1, H2ai",6p22.1,ENSG00000196747,HIST1H2AI,protein_coding
telomerase reverse transcriptase,5p15.33,ENSG00000164362,TERT,protein_coding
UBX domain protein 7,3q29,ENSG00000163960,UBXN7,protein_coding
cyclin D1,11q13.3,ENSG00000110092,CCND1,protein_coding
RP11-19E11.1,2q14.2,ENSG00000258910,RP11-19E11.1,lincRNA
ADP-ribosylation factor-like 5A,2q23.3,ENSG00000162980,ARL5A,protein_coding
nudix (nucleoside diphosphate linked moiety X)-type motif 7,16q23.1,ENSG00000140876,NUDT7,protein_coding
"reticulocalbin 1, EF-hand calcium binding domain",11p13,ENSG00000049449,RCN1,protein_coding
exocyst complex component 8,1q42.2,ENSG00000116903,EXOC8,protein_coding
"casein kinase 1, alpha 1",5q32,ENSG00000113712,CSNK1A1,protein_coding
malonyl-CoA decarboxylase,16q23.3,ENSG00000103150,MLYCD,protein_coding
"polymerase (RNA) III (DNA directed) polypeptide A, 155kDa",10q22.3,ENSG00000148606,POLR3A,protein_coding
zinc activated ligand-gated ion channel,17q25.1,ENSG00000186919,ZACN,protein_coding
leucine rich repeat containing 72,7p21.1,ENSG00000205858,LRRC72,protein_coding
S-phase kinase-associated protein 1,5q31.1,ENSG00000113558,SKP1,protein_coding
sperm flagellar 1,20p13,ENSG00000101222,SPEF1,protein_coding
melan-A,9p24.1,ENSG00000120215,MLANA,protein_coding
desmoglein 4,18q12.1,ENSG00000175065,DSG4,protein_coding
"T cell-interacting, activating receptor on myeloid cells 1",19q13.42,ENSG00000248385,TARM1,protein_coding
transmembrane and coiled-coil domain family 2,1q32.1,ENSG00000133069,TMCC2,protein_coding
growth differentiation factor 7,2p24.1,ENSG00000143869,GDF7,protein_coding
"opsin 1 (cone pigments), medium-wave-sensitive",Xq28,ENSG00000268221,OPN1MW,protein_coding
KIAA0922,4q31.3,ENSG00000121210,KIAA0922,protein_coding
zinc finger protein 460,19q13.43,ENSG00000197714,ZNF460,protein_coding
chromosome 7 open reading frame 61,7q22.1,ENSG00000185955,C7orf61,protein_coding
Sp9 transcription factor,2q31.1,ENSG00000217236,SP9,protein_coding
G protein-coupled receptor 83,11q21,ENSG00000123901,GPR83,protein_coding
tetratricopeptide repeat domain 12,11q23.2,ENSG00000149292,TTC12,protein_coding
secretin,11p15.5,ENSG00000070031,SCT,protein_coding
F-box and WD repeat domain containing 5,9q34.3,ENSG00000159069,FBXW5,protein_coding
transmembrane and coiled-coil domains 3,13q34,ENSG00000150403,TMCO3,protein_coding
IL12A antisense RNA 1,3q25.33,ENSG00000244040,IL12A-AS1,antisense
protein serine kinase H1,16q22.1,ENSG00000159792,PSKH1,protein_coding
