name,cytoband,symbol,gene_id,biotype
negative elongation factor complex member C/D,20q13.32,NELFCD,ENSG00000101158,protein_coding
"tubulin, beta class I pseudogene 6",7p11.2,TUBBP6,ENSG00000235207,processed_pseudogene
zinc finger protein 709,19p13.2,ZNF709,ENSG00000242852,protein_coding
regulator of microtubule dynamics 1,8q21.3,RMDN1,ENSG00000176623,protein_coding
exocyst complex component 3-like 4,14q32.32,EXOC3L4,ENSG00000205436,protein_coding
suprabasin,19q13.12,SBSN,ENSG00000189001,protein_coding
goosecoid homeobox 2,22q11.21,GSC2,ENSG00000063515,protein_coding
interleukin 1 receptor accessory protein-like 2,Xq22.3,IL1RAPL2,ENSG00000189108,protein_coding
"fucosidase, alpha-L- 2, plasma",6q24.2,FUCA2,ENSG00000001036,protein_coding
centrosomal protein 68kDa,2p14,CEP68,ENSG00000011523,protein_coding
transmembrane protein 56,1p21.3,TMEM56,ENSG00000152078,protein_coding
"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12",14q32.13,SERPINA12,ENSG00000165953,protein_coding
proline-serine-threonine phosphatase interacting protein 1,15q24.3,PSTPIP1,ENSG00000140368,protein_coding
"TBC1 domain family, member 4",13q22.2,TBC1D4,ENSG00000136111,protein_coding
histone deacetylase 10,22q13.33,HDAC10,ENSG00000100429,protein_coding
"solute carrier family 44 (choline transporter), member 1",9q31.1,SLC44A1,ENSG00000070214,protein_coding
tropomyosin 4,19p13.12,TPM4,ENSG00000167460,protein_coding
COP9 signalosome subunit 7B,2q37.1,COPS7B,ENSG00000144524,protein_coding
AC008686.1,19p13.13,AC008686.1,ENSG00000280221,protein_coding
ALX homeobox 3,1p13.3,ALX3,ENSG00000156150,protein_coding
"synovial sarcoma, X breakpoint 5",Xp11.23,SSX5,ENSG00000165583,protein_coding
minichromosome maintenance complex component 9,6q22.31,MCM9,ENSG00000111877,protein_coding
deleted in esophageal cancer 1,9q33.1,1-Dec,ENSG00000173077,protein_coding
coiled-coil domain containing 8,19q13.32,CCDC8,ENSG00000169515,protein_coding
"solute carrier family 34 (type II sodium/phosphate cotransporter), member 3",9q34.3,SLC34A3,ENSG00000198569,protein_coding
Bardet-Biedl syndrome 9,7p14.3,BBS9,ENSG00000122507,protein_coding
GLI family zinc finger 2,2q14.2,GLI2,ENSG00000074047,protein_coding
v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F,22q13.1,MAFF,ENSG00000185022,protein_coding
chromosome 2 open reading frame 73,2p16.2,C2orf73,ENSG00000177994,protein_coding
"mannosidase, alpha, class 2C, member 1",15q24.2,MAN2C1,ENSG00000140400,protein_coding
kinesin family member 11,10q23.33,KIF11,ENSG00000138160,protein_coding
WWC family member 3,Xp22.2,WWC3,ENSG00000047644,protein_coding
zinc finger and BTB domain containing 46,20q13.33,ZBTB46,ENSG00000130584,protein_coding
"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4",1q32.1,PPFIA4,ENSG00000143847,protein_coding
AC073464.11,2q11.1,AC073464.11,ENSG00000204717,unprocessed_pseudogene
carboxymethylenebutenolidase homolog (Pseudomonas),5p15.2,CMBL,ENSG00000164237,protein_coding
"TNF receptor-associated factor 6, E3 ubiquitin protein ligase",11p12,TRAF6,ENSG00000175104,protein_coding
"protein kinase, AMP-activated, beta 2 non-catalytic subunit",1q21.1,PRKAB2,ENSG00000131791,protein_coding
chromosome 12 open reading frame 4,12p13.32,C12orf4,ENSG00000047621,protein_coding
peroxisomal biogenesis factor 16,11p11.2,PEX16,ENSG00000121680,protein_coding
"guanylate cyclase 2D, membrane (retina-specific)",17p13.1,GUCY2D,ENSG00000132518,protein_coding
haptoglobin,16q22.2,HP,ENSG00000257017,protein_coding
Hermansky-Pudlak syndrome 4,22q12.1,HPS4,ENSG00000100099,protein_coding
carboxypeptidase E,4q32.3,CPE,ENSG00000109472,protein_coding
leucine-rich repeats and calponin homology (CH) domain containing 4,7q22.1,LRCH4,ENSG00000077454,protein_coding
"nuclear receptor subfamily 4, group A, member 1",12q13.13,NR4A1,ENSG00000123358,protein_coding
"sprouty-related, EVH1 domain containing 1",15q14,SPRED1,ENSG00000166068,protein_coding
"discoidin, CUB and LCCL domain containing 1",6q22.1,DCBLD1,ENSG00000164465,protein_coding
dolichyl-phosphate mannosyltransferase polypeptide 3,1q22,DPM3,ENSG00000179085,protein_coding
corticotropin releasing hormone binding protein,5q13.3,CRHBP,ENSG00000145708,protein_coding
vacuolar protein sorting 11 homolog (S. cerevisiae),11q23.3,VPS11,ENSG00000160695,protein_coding
cyclin-dependent kinase-like 2 (CDC2-related kinase),4q21.1,CDKL2,ENSG00000138769,protein_coding
UHRF1 binding protein 1-like,12q23.1,UHRF1BP1L,ENSG00000111647,protein_coding
"olfactory receptor, family 8, subfamily K, member 5",11q12.1,OR8K5,ENSG00000181752,protein_coding
RNA binding motif protein 7,11q23.2,RBM7,ENSG00000076053,protein_coding
nucleotide-binding oligomerization domain containing 2,16q12.1,NOD2,ENSG00000167207,protein_coding
"wingless-type MMTV integration site family, member 7A",3p25.1,WNT7A,ENSG00000154764,protein_coding
SEC11 homolog C (S. cerevisiae),18q21.32,SEC11C,ENSG00000166562,protein_coding
immunoglobulin heavy variable 3-38 (non-functional),14q32.33,IGHV3-38,ENSG00000211958,IG_V_gene
transmembrane protein 139,7q34,TMEM139,ENSG00000178826,protein_coding
chromosome 3 open reading frame 49,3p14.1,C3orf49,ENSG00000163632,protein_coding
GCC2 antisense RNA 1,2q12.3,GCC2-AS1,ENSG00000214184,antisense
AC024060.1,3p26.2,AC024060.1,ENSG00000281584,protein_coding
cytochrome b reductase 1,2q31.1,CYBRD1,ENSG00000071967,protein_coding
"Fanconi anemia, complementation group L",2p16.1,FANCL,ENSG00000115392,protein_coding
"protein phosphatase 1, regulatory subunit 12A",12q21.2,PPP1R12A,ENSG00000058272,protein_coding
AC073869.2,2q21.1,AC073869.2,ENSG00000224425,processed_pseudogene
tyrosine aminotransferase,16q22.2,TAT,ENSG00000198650,protein_coding
long intergenic non-protein coding RNA 1587,4p16.2,LINC01587,ENSG00000082929,processed_transcript
proline rich 9,1q21.3,PRR9,ENSG00000203783,protein_coding
mitochondrial ribosomal protein S12,19q13.2,MRPS12,ENSG00000128626,protein_coding
TCF3 (E2A) fusion partner (in childhood Leukemia),19q13.42,TFPT,ENSG00000105619,protein_coding
N-terminal Xaa-Pro-Lys N-methyltransferase 1,9q34.11,NTMT1,ENSG00000148335,protein_coding
ectodysplasin A receptor,2q13,EDAR,ENSG00000135960,protein_coding
RNA binding motif protein 47,4p14,RBM47,ENSG00000163694,protein_coding
"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1",1p13.2,ATP5F1,ENSG00000116459,protein_coding
"LLP homolog, long-term synaptic facilitation (Aplysia)",12q14.3,LLPH,ENSG00000139233,protein_coding
"3-hydroxybutyrate dehydrogenase, type 2",4q24,BDH2,ENSG00000164039,protein_coding
eukaryotic elongation factor 2 lysine methyltransferase,16p13.3,EEF2KMT,ENSG00000118894,protein_coding
MLX interacting protein-like,7q11.23,MLXIPL,ENSG00000009950,protein_coding
receptor tyrosine kinase-like orphan receptor 2,9q22.31,ROR2,ENSG00000169071,protein_coding
arylsulfatase B,5q14.1,ARSB,ENSG00000113273,protein_coding
homeobox D9,2q31.1,HOXD9,ENSG00000128709,protein_coding
"solute carrier family 5 (sodium/sugar cotransporter), member 9",1p33,SLC5A9,ENSG00000117834,protein_coding
spermatogenesis associated 25,20q13.12,SPATA25,ENSG00000149634,protein_coding
forkhead box C2,16q24.1,FOXC2,ENSG00000176692,protein_coding
"phosphorylase, glycogen; brain",20p11.21,PYGB,ENSG00000100994,protein_coding
kinesin family member 18A,11p14.1,KIF18A,ENSG00000121621,protein_coding
polo-like kinase 1,16p12.2,PLK1,ENSG00000166851,protein_coding
"olfactory receptor, family 4, subfamily F, member 15",15q26.3,OR4F15,ENSG00000182854,protein_coding
tetraspanin 19,12q21.31,TSPAN19,ENSG00000231738,protein_coding
"Fanconi anemia, complementation group F",11p14.3,FANCF,ENSG00000183161,protein_coding
kinesin light chain 2,11q13.2,KLC2,ENSG00000174996,protein_coding
l(3)mbt-like 4 (Drosophila),18p11.31,L3MBTL4,ENSG00000154655,protein_coding
"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon",1q32.1,IKBKE,ENSG00000263528,protein_coding
"olfactory receptor, family 51, subfamily E, member 2",11p15.4,OR51E2,ENSG00000167332,protein_coding
"Yip1 domain family, member 4",2p22.3,YIPF4,ENSG00000119820,protein_coding
"carboxypeptidase N, polypeptide 1",10q24.2,CPN1,ENSG00000120054,protein_coding
coenzyme Q9,16q21,COQ9,ENSG00000088682,protein_coding
sperm associated antigen 6,10p12.2,SPAG6,ENSG00000077327,protein_coding
T cell receptor beta variable 20-1,7q34,TRBV20-1,ENSG00000211747,TR_V_gene
transmembrane protein 108,3q22.1,TMEM108,ENSG00000144868,protein_coding
hematopoietic cell-specific Lyn substrate 1,3q13.33,HCLS1,ENSG00000180353,protein_coding
RAB11 family interacting protein 4 (class II),17q11.2,RAB11FIP4,ENSG00000131242,protein_coding
protocadherin 18,4q28.3,PCDH18,ENSG00000189184,protein_coding
TAR DNA binding protein,1p36.22,TARDBP,ENSG00000277726,protein_coding
chromosome 6 open reading frame 52,6p24.2,C6orf52,ENSG00000137434,protein_coding
mucin-like 1,12q13.2,MUCL1,ENSG00000172551,protein_coding
transmembrane protein 37,2q14.2,TMEM37,ENSG00000171227,protein_coding
desmoglein 3,18q12.1,DSG3,ENSG00000134757,protein_coding
tyrosine hydroxylase,11p15.5,TH,ENSG00000180176,protein_coding
lin-9 DREAM MuvB core complex component,1q42.12,LIN9,ENSG00000183814,protein_coding
peroxisomal biogenesis factor 26,22q11.21,PEX26,ENSG00000215193,protein_coding
"cytochrome P450, family 4, subfamily Z, polypeptide 1",1p33,CYP4Z1,ENSG00000186160,protein_coding
RANBP2-like and GRIP domain containing 3,2q12.2,RGPD3,ENSG00000153165,protein_coding
ring finger protein 186,1p36.13,RNF186,ENSG00000178828,protein_coding
calcium binding protein 1,12q24.31,CABP1,ENSG00000157782,protein_coding
zinc finger protein 860,3p23,ZNF860,ENSG00000197385,protein_coding
anoctamin 4,12q23.1,ANO4,ENSG00000151572,protein_coding
leucine rich repeat containing 19,9p21.2,LRRC19,ENSG00000184434,protein_coding
cystatin D,20p11.21,CST5,ENSG00000170367,protein_coding
desmin,2q35,DES,ENSG00000175084,protein_coding
"membrane protein, palmitoylated 1, 55kDa",Xq28,MPP1,ENSG00000130830,protein_coding
protein kinase D3,2p22.2,PRKD3,ENSG00000115825,protein_coding
peroxiredoxin 6,1q25.1,PRDX6,ENSG00000117592,protein_coding
sulfatase modifying factor 2,7p11.2,SUMF2,ENSG00000129103,protein_coding
"XK, Kell blood group complex subunit-related, X-linked",Xq22.1,XKRX,ENSG00000182489,protein_coding
peptidylprolyl isomerase domain and WD repeat containing 1,5q12.3,PPWD1,ENSG00000113593,protein_coding
"olfactory receptor, family 5, subfamily K, member 4",3q11.2,OR5K4,ENSG00000196098,protein_coding
"adaptor-related protein complex 4, sigma 1 subunit",14q12,AP4S1,ENSG00000100478,protein_coding
"AT hook, DNA binding motif, containing 1",1p36.11,AHDC1,ENSG00000126705,protein_coding
RP4-651E10.4,1p22.3,RP4-651E10.4,ENSG00000236915,antisense
kinesin family member 3C,2p23.3,KIF3C,ENSG00000084731,protein_coding
kelch domain containing 7B,22q13.33,KLHDC7B,ENSG00000130487,protein_coding
prostate and testis expressed 1,11q24.2,PATE1,ENSG00000171053,protein_coding
leucine rich repeat containing 23,12p13.31,LRRC23,ENSG00000010626,protein_coding
transmembrane protein 192,4q32.3,TMEM192,ENSG00000170088,protein_coding
integrator complex subunit 6,13q14.3,INTS6,ENSG00000102786,protein_coding
chromosome 5 open reading frame 42,5p13.2,C5orf42,ENSG00000197603,protein_coding
basic transcription factor 3-like 4,1p32.3,BTF3L4,ENSG00000134717,protein_coding
"protein phosphatase 1, regulatory (inhibitor) subunit 14C",6q25.1,PPP1R14C,ENSG00000198729,protein_coding
"olfactory receptor, family 6, subfamily K, member 3",1q23.1,OR6K3,ENSG00000203757,protein_coding
"KRR1, small subunit (SSU) processome component, homolog (yeast)",12q21.2,KRR1,ENSG00000111615,protein_coding
mediator complex subunit 1,17q12,MED1,ENSG00000125686,protein_coding
LON peptidase N-terminal domain and ring finger 3,Xq24,LONRF3,ENSG00000175556,protein_coding
kinesin family member 1C,17p13.2,KIF1C,ENSG00000129250,protein_coding
"family with sequence similarity 159, member A",1p32.3,FAM159A,ENSG00000182183,protein_coding
transmembrane protein 126A,11q14.1,TMEM126A,ENSG00000171202,protein_coding
reticulon 4 interacting protein 1,6q21,RTN4IP1,ENSG00000130347,protein_coding
MYCBP associated protein,17q21.33,MYCBPAP,ENSG00000136449,protein_coding
late cornified envelope 5A,1q21.3,LCE5A,ENSG00000186207,protein_coding
"protocadherin gamma subfamily A, 10",5q31.3,PCDHGA10,ENSG00000253846,protein_coding
metallophosphoesterase domain containing 1,22q13.2,MPPED1,ENSG00000186732,protein_coding
"catenin, beta interacting protein 1",1p36.22,CTNNBIP1,ENSG00000178585,protein_coding
"cytochrome P450, family 3, subfamily A, polypeptide 5",7q22.1,CYP3A5,ENSG00000106258,protein_coding
RAN binding protein 2,2q13,RANBP2,ENSG00000153201,protein_coding
NHL repeat containing 3,13q13.3,NHLRC3,ENSG00000188811,protein_coding
retinol dehydrogenase 5 (11-cis/9-cis),12q13.2,RDH5,ENSG00000135437,protein_coding
"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",12q21.31,PPFIA2,ENSG00000139220,protein_coding
chemokine (C-C motif) receptor 2,3p21.31,CCR2,ENSG00000121807,protein_coding
BCL2-associated athanogene 5,14q32.33,BAG5,ENSG00000166170,protein_coding
microRNA 656,14q32.31,MIR656,ENSG00000207959,miRNA
urocanate hydratase 1,3q21.3,UROC1,ENSG00000159650,protein_coding
RP11-162P23.2,12q24.12,RP11-162P23.2,ENSG00000257767,protein_coding
Bcl2 modifying factor,15q15.1,BMF,ENSG00000104081,protein_coding
"family with sequence similarity 193, member B",5q35.3,FAM193B,ENSG00000146067,protein_coding
zinc finger protein 330,4q31.21,ZNF330,ENSG00000109445,protein_coding
tight junction protein 3,19p13.3,TJP3,ENSG00000105289,protein_coding
DEAD (Asp-Glu-Ala-Asp) box polypeptide 27,20q13.13,DDX27,ENSG00000124228,protein_coding
"family with sequence similarity 69, member A",1p22.1,FAM69A,ENSG00000154511,protein_coding
"keratin 38, type I",17q21.2,KRT38,ENSG00000171360,protein_coding
dynein regulatory complex subunit 7,16q21,DRC7,ENSG00000159625,protein_coding
mitogen-activated protein kinase-activated protein kinase 5,12q24.12,MAPKAPK5,ENSG00000089022,protein_coding
exonuclease 1,1q43,EXO1,ENSG00000174371,protein_coding
transcriptional adaptor 3,3p25.3,TADA3,ENSG00000171148,protein_coding
cell division cycle 34,19p13.3,CDC34,ENSG00000099804,protein_coding
transmembrane protein 261,9p24.1,TMEM261,ENSG00000137038,protein_coding
kelch-like family member 26,19p13.11,KLHL26,ENSG00000167487,protein_coding
"multiple C2 domains, transmembrane 1",5q15,MCTP1,ENSG00000175471,protein_coding
chemokine (C-C motif) receptor 6,6q27,CCR6,ENSG00000112486,protein_coding
polycystic kidney disease 1 (autosomal dominant) pseudogene 6,16p13.11,PKD1P6,ENSG00000270580,processed_transcript
Sjogren syndrome/scleroderma autoantigen 1,11q13.1,SSSCA1,ENSG00000173465,protein_coding
ZFP82 zinc finger protein,19q13.12,ZFP82,ENSG00000181007,protein_coding
chromosome 4 open reading frame 3,4q26,C4orf3,ENSG00000164096,protein_coding
"family with sequence similarity 135, member A",6q13,FAM135A,ENSG00000082269,protein_coding
RP11-396K3.1,7q11.23,RP11-396K3.1,ENSG00000233369,transcribed_processed_pseudogene
"ATP-binding cassette, sub-family D (ALD), member 4",14q24.3,ABCD4,ENSG00000119688,protein_coding
HBS1-like translational GTPase,6q23.3,HBS1L,ENSG00000112339,protein_coding
"cation channel, sperm associated 4",1p36.11,CATSPER4,ENSG00000188782,protein_coding
ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase,13q12.2,URAD,ENSG00000183463,protein_coding
chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated),17q12,CCL18,ENSG00000275385,protein_coding
noncompact myelin associated protein,1p36.11,NCMAP,ENSG00000184454,protein_coding
mature T-cell proliferation 1,Xq28,MTCP1,ENSG00000214827,protein_coding
"casein kinase 2, beta polypeptide",6p21.33,CSNK2B,ENSG00000204435,protein_coding
chromosome 6 open reading frame 132,6p21.1,C6orf132,ENSG00000188112,protein_coding
prolactin,6p22.3,PRL,ENSG00000172179,protein_coding
anaphase promoting complex subunit 13,3q22.2,ANAPC13,ENSG00000129055,protein_coding
"protein phosphatase 2, regulatory subunit A, alpha",19q13.41,PPP2R1A,ENSG00000105568,protein_coding
zinc finger protein 45,19q13.31,ZNF45,ENSG00000124459,protein_coding
keratin associated protein 9-1,17q21.2,KRTAP9-1,ENSG00000240542,protein_coding
SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae),16p11.2,SLX1B,ENSG00000181625,protein_coding
hepcidin antimicrobial peptide,19q13.12,HAMP,ENSG00000105697,protein_coding
decapping mRNA 2,5q22.2,DCP2,ENSG00000172795,protein_coding
CTD-2207O23.3,19p13.2,CTD-2207O23.3,ENSG00000268861,protein_coding
cadherin-like and PC-esterase domain containing 1,7q31.31,CPED1,ENSG00000106034,protein_coding
envoplakin-like,17p11.2,EVPLL,ENSG00000214860,protein_coding
CTB-96E2.2,17q11.2,CTB-96E2.2,ENSG00000273171,protein_coding
BCL2-like 1,20q11.21,BCL2L1,ENSG00000171552,protein_coding
SERTA domain containing 1,19q13.2,SERTAD1,ENSG00000197019,protein_coding
coiled-coil domain containing 57,17q25.3,CCDC57,ENSG00000176155,protein_coding
"ribonuclease, RNase A family, 11 (non-active)",14q11.2,RNASE11,ENSG00000259060,protein_coding
adenylate cyclase 3,2p23.3,ADCY3,ENSG00000138031,protein_coding
regulator of G-protein signaling 22,8q22.2,RGS22,ENSG00000132554,protein_coding
large tumor suppressor kinase 2,13q12.11,LATS2,ENSG00000150457,protein_coding
"Pim-2 proto-oncogene, serine/threonine kinase",Xp11.23,PIM2,ENSG00000102096,protein_coding
"transient receptor potential cation channel, subfamily V, member 5",7q34,TRPV5,ENSG00000127412,protein_coding
speckle-type POZ protein,17q21.33,SPOP,ENSG00000121067,protein_coding
"RNA 2',3'-cyclic phosphate and 5'-OH ligase",22q12.3,RTCB,ENSG00000100220,protein_coding
calpain 15,16p13.3,CAPN15,ENSG00000103326,protein_coding
keratin associated protein 1-1,17q21.2,KRTAP1-1,ENSG00000188581,protein_coding
ligand dependent nuclear receptor corepressor,10q24.1,LCOR,ENSG00000196233,protein_coding
hedgehog acyltransferase,1q32.2,HHAT,ENSG00000054392,protein_coding
Ran GTPase activating protein 1,22q13.2,RANGAP1,ENSG00000100401,protein_coding
zinc finger protein 486,19p12,ZNF486,ENSG00000256229,protein_coding
arylsulfatase G,17q24.2,ARSG,ENSG00000141337,protein_coding
synaptic vesicle glycoprotein 2B,15q26.1,SV2B,ENSG00000185518,protein_coding
mannose-P-dolichol utilization defect 1,17p13.1,MPDU1,ENSG00000129255,protein_coding
allograft inflammatory factor 1-like,9q34.12,AIF1L,ENSG00000126878,protein_coding
chitinase 3-like 1 (cartilage glycoprotein-39),1q32.1,CHI3L1,ENSG00000133048,protein_coding
thyrotropin-releasing hormone degrading enzyme,12q21.1,TRHDE,ENSG00000072657,protein_coding
zinc finger and SCAN domain containing 9,6p22.1,ZSCAN9,ENSG00000137185,protein_coding
lipocalin 10,9q34.3,LCN10,ENSG00000187922,protein_coding
alanine--glyoxylate aminotransferase 2,5p13.2,AGXT2,ENSG00000113492,protein_coding
"olfactory receptor, family 14, subfamily K, member 1",1q44,OR14K1,ENSG00000153230,protein_coding
doublecortin,Xq23,DCX,ENSG00000077279,protein_coding
AL589843.1,,AL589843.1,ENSG00000280644,miRNA
DENN/MADD domain containing 2A,7q34,DENND2A,ENSG00000146966,protein_coding
AC087651.1,17q25.1,AC087651.1,ENSG00000281273,protein_coding
"diacylglycerol kinase, alpha 80kDa",12q13.2,DGKA,ENSG00000065357,protein_coding
cyclin B1,5q13.2,CCNB1,ENSG00000134057,protein_coding
"capping protein (actin filament), gelsolin-like",2p11.2,CAPG,ENSG00000042493,protein_coding
CD27 molecule,12p13.31,CD27,ENSG00000139193,protein_coding
DNA replication helicase/nuclease 2,10q21.3,DNA2,ENSG00000138346,protein_coding
"transient receptor potential cation channel, subfamily V, member 1",17p13.2,TRPV1,ENSG00000196689,protein_coding
RP11-548K23.11,10q24.2,RP11-548K23.11,ENSG00000249967,protein_coding
ubiquitin B pseudogene 4,17p11.2,UBBP4,ENSG00000263563,protein_coding
"armadillo repeat containing, X-linked 1",Xq22.1,ARMCX1,ENSG00000126947,protein_coding
"solute carrier family 17 (vesicular glutamate transporter), member 6",11p14.3,SLC17A6,ENSG00000091664,protein_coding
coiled-coil domain containing 54,3q13.12,CCDC54,ENSG00000138483,protein_coding
"signal sequence receptor, delta",Xq28,SSR4,ENSG00000180879,protein_coding
"protein kinase, cGMP-dependent, type I",10q11.23,PRKG1,ENSG00000185532,protein_coding
zinc finger protein 441,19p13.2,ZNF441,ENSG00000197044,protein_coding
glutamate-rich 4,19q13.2,ERICH4,ENSG00000204978,protein_coding
"signal sequence receptor, gamma (translocon-associated protein gamma)",3q25.31,SSR3,ENSG00000114850,protein_coding
abhydrolase domain containing 14B,3p21.2,ABHD14B,ENSG00000114779,protein_coding
tRNA selenocysteine 1 associated protein 1,1p35.3,TRNAU1AP,ENSG00000180098,protein_coding
histamine receptor H4,18q11.2,HRH4,ENSG00000134489,protein_coding
"solute carrier family 1 (glutamate transporter), member 7",1p32.3,SLC1A7,ENSG00000162383,protein_coding
"pleckstrin homology domain containing, family D (with coiled-coil domains) member 1",14q24.1,PLEKHD1,ENSG00000175985,protein_coding
RAD52 homolog (S. cerevisiae),12p13.33,RAD52,ENSG00000002016,protein_coding
Rho guanine nucleotide exchange factor (GEF) 28,5q13.2,ARHGEF28,ENSG00000214944,protein_coding
"necdin, melanoma antigen (MAGE) family member",15q11.2,NDN,ENSG00000182636,protein_coding
cannabinoid receptor interacting protein 1,2p14,CNRIP1,ENSG00000119865,protein_coding
chromosome 1 open reading frame 86,1p36.33,C1orf86,ENSG00000162585,protein_coding
"solute carrier family 30 (zinc transporter), member 8",8q24.11,SLC30A8,ENSG00000164756,protein_coding
AC069513.4,3q29,AC069513.4,ENSG00000229178,lincRNA
phytanoyl-CoA 2-hydroxylase,10p13,PHYH,ENSG00000107537,protein_coding
"neuroblastoma breakpoint family, member 6",1p13.3,NBPF6,ENSG00000186086,protein_coding
Ras converting CAAX endopeptidase 1,11q13.2,RCE1,ENSG00000173653,protein_coding
neurogenin 2,4q25,NEUROG2,ENSG00000178403,protein_coding
calcineurin binding protein 1,22q11.23,CABIN1,ENSG00000099991,protein_coding
chromosome 9 open reading frame 40,9q21.13,C9orf40,ENSG00000135045,protein_coding
"leucine rich repeat containing 8 family, member E",19p13.2,LRRC8E,ENSG00000171017,protein_coding
regenerating islet-derived 3 gamma,2p12,REG3G,ENSG00000143954,protein_coding
G protein pathway suppressor 1,17q25.3,GPS1,ENSG00000169727,protein_coding
Src homology 2 domain containing adaptor protein B,9p13.1,SHB,ENSG00000107338,protein_coding
"neuroblastoma breakpoint family, member 9",1q21.2,NBPF9,ENSG00000269713,protein_coding
lysyl oxidase-like 4,10q24.2,LOXL4,ENSG00000138131,protein_coding
boule-like RNA-binding protein,2q33.1,BOLL,ENSG00000152430,protein_coding
transcription factor 19,6p21.33,TCF19,ENSG00000137310,protein_coding
CKLF-like MARVEL transmembrane domain containing 8,3p22.3,CMTM8,ENSG00000170293,protein_coding
ribosomal RNA processing 1B,21q22.3,RRP1B,ENSG00000160208,protein_coding
thioredoxin domain containing 12 (endoplasmic reticulum),1p32.3,TXNDC12,ENSG00000117862,protein_coding
brain expressed X-linked 2,Xq22.2,BEX2,ENSG00000133134,protein_coding
translocase of outer mitochondrial membrane 22 homolog (yeast),22q13.1,TOMM22,ENSG00000100216,protein_coding
fibroblast growth factor receptor 1,8p11.23,FGFR1,ENSG00000077782,protein_coding
spermatogenesis and oogenesis specific basic helix-loop-helix 2,13q13.3,SOHLH2,ENSG00000120669,protein_coding
adhesion G protein-coupled receptor L3,4q13.1,ADGRL3,ENSG00000150471,protein_coding
undifferentiated embryonic cell transcription factor 1,10q26.3,UTF1,ENSG00000171794,protein_coding
"family with sequence similarity 109, member A",12q24.12,FAM109A,ENSG00000198324,protein_coding
natriuretic peptide A,1p36.22,NPPA,ENSG00000175206,protein_coding
CDC42 small effector 2,5q31.1,CDC42SE2,ENSG00000158985,protein_coding
"solute carrier family 9, member C2 (putative)",1q25.1,SLC9C2,ENSG00000162753,protein_coding
Rho GTPase activating protein 5,14q12,ARHGAP5,ENSG00000100852,protein_coding
leucine-rich repeats and immunoglobulin-like domains 1,3p14.1,LRIG1,ENSG00000144749,protein_coding
"RAB40B, member RAS oncogene family",17q25.3,RAB40B,ENSG00000141542,protein_coding
SON DNA binding protein,21q22.11,SON,ENSG00000159140,protein_coding
RP11-314N13.10,20p13,RP11-314N13.10,ENSG00000274322,protein_coding
"olfactory receptor, family 4, subfamily N, member 3 pseudogene",15q11.2,OR4N3P,ENSG00000259435,processed_pseudogene
snurportin 1,15q24.2,SNUPN,ENSG00000169371,protein_coding
"taste receptor, type 2, member 50",12p13.2,TAS2R50,ENSG00000212126,protein_coding
hexokinase domain containing 1,10q22.1,HKDC1,ENSG00000156510,protein_coding
TSPY-like 4,6q22.1,TSPYL4,ENSG00000187189,protein_coding
RP11-315D16.2,15q23,RP11-315D16.2,ENSG00000260007,protein_coding
saccharopine dehydrogenase (putative),1q44,SCCPDH,ENSG00000143653,protein_coding
N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1,5q33.1,NDST1,ENSG00000070614,protein_coding
"proteasome (prosome, macropain) assembly chaperone 2",18p11.21,PSMG2,ENSG00000128789,protein_coding
"brain expressed, X-linked 4",Xq22.1,BEX4,ENSG00000102409,protein_coding
zinc finger protein 761,19q13.42,ZNF761,ENSG00000160336,protein_coding
transmembrane protein 200B,1p35.3,TMEM200B,ENSG00000253304,protein_coding
ceramide synthase 4,19p13.2,CERS4,ENSG00000090661,protein_coding
"tubulin, gamma complex associated protein 2",10q26.3,TUBGCP2,ENSG00000130640,protein_coding
"DnaJ (Hsp40) homolog, subfamily C, member 8",1p35.3,DNAJC8,ENSG00000126698,protein_coding
A kinase (PRKA) anchor protein 13,15q25.3,AKAP13,ENSG00000170776,protein_coding
ankyrin and armadillo repeat containing,2q32.2,ANKAR,ENSG00000151687,protein_coding
protocadherin 11 X-linked,Xq21.31,PCDH11X,ENSG00000102290,protein_coding
chromosome 12 open reading frame 65,12q24.31,C12orf65,ENSG00000130921,protein_coding
"pepsinogen 4, group I (pepsinogen A)",11q12.2,PGA4,ENSG00000229183,protein_coding
nuclear receptor binding SET domain protein 1,5q35.3,NSD1,ENSG00000165671,protein_coding
GTF2I repeat domain containing 2B,7q11.23,GTF2IRD2B,ENSG00000174428,protein_coding
"glia maturation factor, gamma",19q13.2,GMFG,ENSG00000130755,protein_coding
chromosome 11 open reading frame 70,11q22.1,C11orf70,ENSG00000137691,protein_coding
chromosome 14 open reading frame 39,14q23.1,C14orf39,ENSG00000179008,protein_coding
